"filename", "language", "TypeScript", "Markdown", "JSON", "JavaScript", "Log", "MS SQL", "CSV", "JSON with Comments", "YAML", "XML", "Python", "Shell Script", "TypeScript JSX", "PostCSS", "HTML", "comment", "blank", "total"
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\_components\quota-history-table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 1, 8, 107
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\_components\quota-kpis.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 5, 102
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\_components\quota-usage-chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 0, 0, 3, 13, 171
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 6, 5, 102
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 9, 14, 146
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\_components\refresh-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 3, 25
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\_components\soil-composition-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 5, 48
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\_components\soil-gauge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 7, 76
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\_components\soil-moisture-chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 3, 100
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 8, 20, 198
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 13, 8, 88
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\alerts\_components\AlertsTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 262, 0, 0, 17, 22, 301
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\alerts\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 4, 5, 58
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\alerts\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 3, 9, 75
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\ChartsContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 5, 15, 93
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\CurrentDate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 6, 26
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\DemoAlertButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 3, 21, 169
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\DistrictMap.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 1, 8, 70
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\KpiCards.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 4, 13, 107
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\alerts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 7, 116
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\charts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 2, 9, 151
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\map-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 5, 37
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\error.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 1, 4, 37
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 3, 24
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 4, 6, 71
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\_components\ConsumerTypeChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 4, 9, 115
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\_components\DistributionPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 463, 0, 0, 12, 22, 497
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 5, 6, 36
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 12, 23, 160
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\_components\district-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 3, 9, 118
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\_components\scroll-to-hash.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 1, 6, 25
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\_components\well-status-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 4, 7, 78
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 19
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 16, 115
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\forecast\_components\ForecastPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 360, 0, 0, 6, 15, 381
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\forecast\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 4, 6, 41
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\forecast\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 5, 26
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 11, 5, 56
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\map\_components\MapPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 7, 17, 165
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\map\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 3, 4, 25
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\map\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 3, 11, 92
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\users\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 434, 0, 0, 8, 30, 472
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\_components\readings-chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 3, 12, 188
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\_components\water-drop-gauge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 4, 14, 109
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\_components\well-alerts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 5, 84
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 3, 19
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 7, 16, 152
"c:\Users\dell\Documents\AqwaValley\src\app\_actions\auth.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 50
"c:\Users\dell\Documents\AqwaValley\src\app\_actions\crops.ts", "TypeScript", 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 97
"c:\Users\dell\Documents\AqwaValley\src\app\_components\AssistLoopLoader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 7, 35
"c:\Users\dell\Documents\AqwaValley\src\app\_components\NavigationProgressBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 2, 2, 23
"c:\Users\dell\Documents\AqwaValley\src\app\_components\PageTransition.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 1, 3, 23
"c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\Badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 3, 32
"c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\Button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 3, 36
"c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\Card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 9, 64
"c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\KpiCardGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 3, 39
"c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\Skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 2, 15
"c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\leaflet-map.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 5, 24, 183
"c:\Users\dell\Documents\AqwaValley\src\app\_components\auth\LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 12, 11, 181
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\DashboardHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 2, 20
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\FarmSidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 9, 85
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\Govsidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 3, 16, 127
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\Navitem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 4, 33
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\NotificationDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 8, 16, 171
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\ScrollReset.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 1, 4, 16
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\SidebarProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 1, 9, 38
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\Topbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 0, 0, 18, 18, 235
"c:\Users\dell\Documents\AqwaValley\src\app\api\admin\cron-runs\route.ts", "TypeScript", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 151
"c:\Users\dell\Documents\AqwaValley\src\app\api\admin\mock-ingest\route.ts", "TypeScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 109
"c:\Users\dell\Documents\AqwaValley\src\app\api\auth\[...all]\route.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\aquifer-forecast\route.ts", "TypeScript", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 110
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\dispatch-emails\route.ts", "TypeScript", 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 33, 214
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\process-irrigation-queue\route.ts", "TypeScript", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 98
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\process-report-jobs\route.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 77
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\simulate-ingest\route.ts", "TypeScript", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 225
"c:\Users\dell\Documents\AqwaValley\src\app\api\email\webhook\route.ts", "TypeScript", 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 28, 202
"c:\Users\dell\Documents\AqwaValley\src\app\api\health\route.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 48
"c:\Users\dell\Documents\AqwaValley\src\app\api\reports\download\[artifactId]\route.ts", "TypeScript", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 120
"c:\Users\dell\Documents\AqwaValley\src\app\api\sensors\ingest\route.ts", "TypeScript", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 115
"c:\Users\dell\Documents\AqwaValley\src\app\api\sentry-example-api\route.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 42
"c:\Users\dell\Documents\AqwaValley\src\app\api\trpc\[trpc]\route.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 35
"c:\Users\dell\Documents\AqwaValley\src\app\api\wells\[id]\metrics\route.ts", "TypeScript", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22, 191
"c:\Users\dell\Documents\AqwaValley\src\app\global-error.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 4, 4, 28
"c:\Users\dell\Documents\AqwaValley\src\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 6, 39
"c:\Users\dell\Documents\AqwaValley\src\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 12, 5, 34
"c:\Users\dell\Documents\AqwaValley\src\app\sentry-example-page\head.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\Users\dell\Documents\AqwaValley\src\app\sentry-example-page\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 0, 0, 3, 11, 248
"c:\Users\dell\Documents\AqwaValley\src\app\set-password\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 0, 9, 22, 287
"c:\Users\dell\Documents\AqwaValley\src\env.js", "JavaScript", 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 7, 156
"c:\Users\dell\Documents\AqwaValley\src\instrumentation-client.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 32
"c:\Users\dell\Documents\AqwaValley\src\instrumentation.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\dell\Documents\AqwaValley\src\lib\apiKeyAuth.ts", "TypeScript", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 13, 79
"c:\Users\dell\Documents\AqwaValley\src\lib\cronAuth.ts", "TypeScript", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 52
"c:\Users\dell\Documents\AqwaValley\src\lib\hooks.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 44
"c:\Users\dell\Documents\AqwaValley\src\lib\logger.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 22
"c:\Users\dell\Documents\AqwaValley\src\lib\national-id.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"c:\Users\dell\Documents\AqwaValley\src\lib\types.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 27
"c:\Users\dell\Documents\AqwaValley\src\lib\use-count-up.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 35
"c:\Users\dell\Documents\AqwaValley\src\lib\utils.ts", "TypeScript", 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21, 141
"c:\Users\dell\Documents\AqwaValley\src\server\ai\openrouter-client.ts", "TypeScript", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 28, 246
"c:\Users\dell\Documents\AqwaValley\src\server\api\root.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 43
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\alerts.ts", "TypeScript", 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 33, 293
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\analytics.ts", "TypeScript", 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 271
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\forecast.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 52
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\irrigation-api-docs.md", "Markdown", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 149
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\irrigation-frontend-integration.md", "Markdown", 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 266
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\irrigation.ts", "TypeScript", 410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 73, 536
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\post.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 18
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\quotas.ts", "TypeScript", 552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 608
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\reports.ts", "TypeScript", 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 233
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\sensors.ts", "TypeScript", 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 33, 263
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\users.ts", "TypeScript", 623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 104, 856
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\weather.ts", "TypeScript", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 117
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\wells.ts", "TypeScript", 285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 42, 354
"c:\Users\dell\Documents\AqwaValley\src\server\api\trpc.ts", "TypeScript", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 20, 212
"c:\Users\dell\Documents\AqwaValley\src\server\better-auth\client.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\dell\Documents\AqwaValley\src\server\better-auth\config.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"c:\Users\dell\Documents\AqwaValley\src\server\better-auth\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\dell\Documents\AqwaValley\src\server\better-auth\server.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\dell\Documents\AqwaValley\src\server\db\index.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 36
"c:\Users\dell\Documents\AqwaValley\src\server\db\schema.ts", "TypeScript", 2015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 133, 2338
"c:\Users\dell\Documents\AqwaValley\src\server\db\seed.ts", "TypeScript", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 24, 164
"c:\Users\dell\Documents\AqwaValley\src\server\lib\abac.ts", "TypeScript", 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 26, 200
"c:\Users\dell\Documents\AqwaValley\src\server\services\alertEvalService.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 80
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\AuditingEmailTransport.ts", "TypeScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 12, 108
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\EmailService.ts", "TypeScript", 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 26, 213
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\NodeMailerTransport.ts", "TypeScript", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 116
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\NullTransport.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 56
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\interfaces.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 11, 85
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\templates\farm-scope-grant.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 6, 80
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\templates\password-changed.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 6, 94
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\templates\password-reset.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 9, 139
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\templates\welcome-invitation.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 7, 8, 180
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecastService.ts", "TypeScript", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 151
