"filename", "language", "JSON", "JSON with Comments", "Shell Script", "JavaScript", "Markdown", "TypeScript", "XML", "YAML", "TypeScript JSX", "MS SQL", "PostCSS", "comment", "blank", "total"
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\index.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\irrigationPhysicsEngine.ts", "TypeScript", 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 13, 135
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\lifecycle.ts", "TypeScript", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 4, 35
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\result.ts", "TypeScript", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 7, 46
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\units.ts", "TypeScript", 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 12, 87
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\triggerService.ts", "TypeScript", 0, 0, 0, 0, 0, 323, 0, 0, 0, 0, 0, 0, 34, 357
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\weather.ts", "TypeScript", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 41, 11, 86
"c:\Users\dell\Documents\AqwaValley\src\server\services\quotaDecisionService.md", "Markdown", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 9, 21
"c:\Users\dell\Documents\AqwaValley\src\server\services\quotaDecisionService.ts", "TypeScript", 0, 0, 0, 0, 0, 545, 0, 0, 0, 0, 0, 0, 60, 605
"c:\Users\dell\Documents\AqwaValley\src\server\services\simulatorCronIngest.ts", "TypeScript", 0, 0, 0, 0, 0, 251, 0, 0, 0, 0, 0, 0, 30, 281
"c:\Users\dell\Documents\AqwaValley\src\server\services\simulatorRunRegistry.ts", "TypeScript", 0, 0, 0, 0, 0, 317, 0, 0, 0, 0, 0, 1, 58, 376
"c:\Users\dell\Documents\AqwaValley\src\server\services\simulatorSensorDiscovery.ts", "TypeScript", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Users\dell\Documents\AqwaValley\src\server\services\simulatorValueGenerator.ts", "TypeScript", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 13, 67
"c:\Users\dell\Documents\AqwaValley\src\styles\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 511, 27, 95, 633
"c:\Users\dell\Documents\AqwaValley\src\trpc\query-client.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 2, 2, 26
"c:\Users\dell\Documents\AqwaValley\src\trpc\react.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 12, 12, 79
"c:\Users\dell\Documents\AqwaValley\src\trpc\server.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 4, 7, 31
"c:\Users\dell\Documents\AqwaValley\start-database.sh", "Shell Script", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 89
"c:\Users\dell\Documents\AqwaValley\tsconfig.json", "JSON with Comments", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 43
"c:\Users\dell\Documents\AqwaValley\vercel.json", "JSON", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"Total", "-", 24112, 35, 62, 249, 2363, 12635, 10, 4786, 4540, 792, 511, 1295, 4403, 55793
