"filename", "language", "TypeScript", "JSON", "JSON with Comments", "Shell Script", "MS SQL", "YAML", "JavaScript", "Markdown", "TypeScript JSX", "XML", "PostCSS", "HTML", "Log", "comment", "blank", "total"
"c:\Users\dell\Documents\AqwaValley\src\app\sentry-example-page\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 232, 0, 0, 0, 0, 2, 11, 245
"c:\Users\dell\Documents\AqwaValley\src\app\set-password\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 0, 0, 0, 10, 23, 289
"c:\Users\dell\Documents\AqwaValley\src\env.js", "JavaScript", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 28, 7, 142
"c:\Users\dell\Documents\AqwaValley\src\instrumentation-client.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 32
"c:\Users\dell\Documents\AqwaValley\src\instrumentation.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\dell\Documents\AqwaValley\src\lib\apiKeyAuth.ts", "TypeScript", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 13, 79
"c:\Users\dell\Documents\AqwaValley\src\lib\cronAuth.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42
"c:\Users\dell\Documents\AqwaValley\src\lib\hooks.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 43
"c:\Users\dell\Documents\AqwaValley\src\lib\logger.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 22
"c:\Users\dell\Documents\AqwaValley\src\lib\national-id.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"c:\Users\dell\Documents\AqwaValley\src\lib\types.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 27
"c:\Users\dell\Documents\AqwaValley\src\lib\utils.ts", "TypeScript", 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21, 141
"c:\Users\dell\Documents\AqwaValley\src\server\ai\openrouter-client.ts", "TypeScript", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 28, 246
"c:\Users\dell\Documents\AqwaValley\src\server\api\root.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 41
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\alerts.ts", "TypeScript", 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 33, 293
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\analytics.ts", "TypeScript", 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 271
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\forecast.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 52
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\irrigation-api-docs.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 32, 149
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\irrigation-frontend-integration.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 84, 266
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\irrigation.ts", "TypeScript", 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 47, 335
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\post.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 18
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\quotas.ts", "TypeScript", 552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 608
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\sensors.ts", "TypeScript", 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 33, 263
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\users.ts", "TypeScript", 623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 104, 854
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\weather.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 68
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\wells.ts", "TypeScript", 285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 42, 354
"c:\Users\dell\Documents\AqwaValley\src\server\api\trpc.ts", "TypeScript", 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 20, 212
"c:\Users\dell\Documents\AqwaValley\src\server\better-auth\client.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\dell\Documents\AqwaValley\src\server\better-auth\config.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"c:\Users\dell\Documents\AqwaValley\src\server\better-auth\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\dell\Documents\AqwaValley\src\server\better-auth\server.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\dell\Documents\AqwaValley\src\server\db\index.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 36
"c:\Users\dell\Documents\AqwaValley\src\server\db\schema.ts", "TypeScript", 1805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 121, 2097
"c:\Users\dell\Documents\AqwaValley\src\server\db\seed.ts", "TypeScript", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 24, 164
"c:\Users\dell\Documents\AqwaValley\src\server\lib\abac.ts", "TypeScript", 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 26, 200
"c:\Users\dell\Documents\AqwaValley\src\server\services\alertEvalService.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 80
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\AuditingEmailTransport.ts", "TypeScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 12, 108
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\EmailService.ts", "TypeScript", 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 26, 213
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\NodeMailerTransport.ts", "TypeScript", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 116
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\NullTransport.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 56
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\interfaces.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 11, 85
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\templates\farm-scope-grant.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 6, 80
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\templates\password-changed.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 6, 94
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\templates\password-reset.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 9, 139
"c:\Users\dell\Documents\AqwaValley\src\server\services\email\templates\welcome-invitation.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 0, 7, 8, 180
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecastService.ts", "TypeScript", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 151
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\ForecastRunFactory.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 58
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\ForecastRunOrchestrator.ts", "TypeScript", 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 311
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\HistoricalDataLoader.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\adapters\CEDAREAdapter.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\adapters\DataSourceAdapter.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\adapters\PostgresAdapter.ts", "TypeScript", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 105
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\adapters\TimescaleAdapter.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\FeaturePipeline.ts", "TypeScript", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 139
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\LinearRegressionTrainer.ts", "TypeScript", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 121
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\interval\BootstrapIntervalEstimator.ts", "TypeScript", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 101
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\interval\ClosedFormIntervalEstimator.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 55
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\interval\IIntervalEstimator.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\interval\IntervalEstimatorSelector.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\pipeline\handlers.ts", "TypeScript", 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 257
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\plausibility\IPlausibilityRule.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\plausibility\PhysicalPlausibilityValidator.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 36
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\plausibility\rules\V0PlausibilityRules.ts", "TypeScript", 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 156
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\risk\IRiskEvaluator.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\risk\SQ13RiskEvaluator.ts", "TypeScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 92
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\index.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\policy\forecastPolicy.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\repositories\ForecastArtifactRepository.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 42
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\repositories\ModelVersionRepository.ts", "TypeScript", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 67
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\repositories\RiskFlagRepository.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\repositories\drizzleRepositories.ts", "TypeScript", 410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 444
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\runtime.ts", "TypeScript", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 94
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\types.ts", "TypeScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 60
"c:\Users\dell\Documents\AqwaValley\src\server\services\ingestService.ts", "TypeScript", 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 301
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\fallback.ts", "TypeScript", 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 24, 211
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\irrigationQueueWorker.ts", "TypeScript", 667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 72, 740
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\prompt-builder.ts", "TypeScript", 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 23, 232
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\providerResolver.ts", "TypeScript", 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 220
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\recommend.ts", "TypeScript", 355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 58, 477
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\runDiffService.ts", "TypeScript", 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 235
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\runOutputHash.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\runReplayService.ts", "TypeScript", 324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 360
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\schemas.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 8, 55
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\shadowIngestService.ts", "TypeScript", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 57
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulateIrrigationRun.ts", "TypeScript", 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 181
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulationHashing.ts", "TypeScript", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 60
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\adaptiveIntegrator.ts", "TypeScript", 366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 47, 414
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\contracts.ts", "TypeScript", 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 171
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\hydrologyModelV1.ts", "TypeScript", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 120
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\hydrologyResolver.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\index.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\irrigationPhysicsEngine.ts", "TypeScript", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 135
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\lifecycle.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\result.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 46
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\simulation\units.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 87
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\triggerService.ts", "TypeScript", 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 43, 414
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\weather.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 11, 86
"c:\Users\dell\Documents\AqwaValley\src\server\services\quotaDecisionService.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 9, 21
"c:\Users\dell\Documents\AqwaValley\src\server\services\quotaDecisionService.ts", "TypeScript", 545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 605
"c:\Users\dell\Documents\AqwaValley\src\server\services\simulatorCronIngest.ts", "TypeScript", 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 281
"c:\Users\dell\Documents\AqwaValley\src\server\services\simulatorRunRegistry.ts", "TypeScript", 317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 58, 376
"c:\Users\dell\Documents\AqwaValley\src\server\services\simulatorSensorDiscovery.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Users\dell\Documents\AqwaValley\src\server\services\simulatorValueGenerator.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 67
"c:\Users\dell\Documents\AqwaValley\src\server\services\token\InvitationValidator.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 50
"c:\Users\dell\Documents\AqwaValley\src\server\services\token\RawToken.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 8, 57
"c:\Users\dell\Documents\AqwaValley\src\server\services\user\AuthUserCreator.ts", "TypeScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 10, 88
"c:\Users\dell\Documents\AqwaValley\src\server\services\user\FarmScopeAssigner.ts", "TypeScript", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 14, 120
"c:\Users\dell\Documents\AqwaValley\src\server\services\user\InvitationIssuer.ts", "TypeScript", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 147
"c:\Users\dell\Documents\AqwaValley\src\server\services\user\OutboxEnqueuer.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 9, 78
"c:\Users\dell\Documents\AqwaValley\src\server\services\user\RoleAssigner.ts", "TypeScript", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 23, 185
"c:\Users\dell\Documents\AqwaValley\src\server\services\user\SessionInvalidator.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 4, 40
"c:\Users\dell\Documents\AqwaValley\src\server\services\user\UserProvisioningOrchestrator.ts", "TypeScript", 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 26, 240
"c:\Users\dell\Documents\AqwaValley\src\server\services\user\interfaces.ts", "TypeScript", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 18, 160
"c:\Users\dell\Documents\AqwaValley\src\server\services\weatherService.ts", "TypeScript", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 125
"c:\Users\dell\Documents\AqwaValley\src\styles\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 511, 0, 0, 27, 95, 633
"c:\Users\dell\Documents\AqwaValley\src\trpc\query-client.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 26
"c:\Users\dell\Documents\AqwaValley\src\trpc\react.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 12, 12, 79
"c:\Users\dell\Documents\AqwaValley\src\trpc\server.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 31
"c:\Users\dell\Documents\AqwaValley\src\types\css.d.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 18
"c:\Users\dell\Documents\AqwaValley\start-database.sh", "Shell Script", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 89
"c:\Users\dell\Documents\AqwaValley\tsconfig.json", "JSON with Comments", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 43
"c:\Users\dell\Documents\AqwaValley\vercel.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"Total", "-", 18317, 24147, 35, 62, 990, 8036, 293, 3096, 6485, 10, 511, 457, 0, 2041, 6663, 71143
